Birth Rate,Business Tax Rate,CO2 Emissions,Country,Days to Start Business,Ease of Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Number of Records,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Tourism Inbound,Tourism Outbound
,,,Isle of Man,,,,"$3,437,450,712",,,,,,,,,,1,,,,81068,0.519,,
0.01,75.4%,469347,Italy,13,,181830,"$1,872,983,094,035",0.088,"$2,818",340,0.004,0.4,0.056,84,79,1.4,1,0.141,0.661,0.198,58143979,0.679,"$41,644,000,000","$27,437,000,000"
0.019,,,Kosovo,,,1966,"$3,918,176,308",,,,,,0.146,71,67,,1,,,,1719536,,,
0.01,36.4%,7583,Latvia,16,,4688,"$19,935,046,397",0.068,$590,320,0.01,0.5,0.073,77,66,1,1,0.144,0.681,0.175,2218357,0.68,"$622,000,000","$788,000,000"
0.01,,,Liechtenstein,,,,"$3,988,775,844",,,,,0.6,,83,79,0.8,1,,,,35028,0.147,,
0.01,47.6%,14294,Lithuania,26,,8718,"$30,246,361,657",0.062,$552,166,0.008,0.4,0.051,77,65,1.5,1,0.163,0.685,0.153,3269909,0.667,"$1,077,000,000","$931,000,000"
0.012,20.4%,11357,Luxembourg,26,,4329,"$42,544,677,906",0.077,"$7,029",59,0.003,0.7,,82,77,1.5,1,0.184,0.672,0.144,472637,0.87,"$3,636,000,000","$3,138,000,000"
0.011,20.3%,10939,"Macedonia, FYR",18,,2924,"$6,560,546,900",0.078,$246,192,0.012,0.3,0.113,77,72,0.6,1,0.192,0.694,0.113,2093801,0.574,"$156,000,000","$110,000,000"
0.009,,2574,Malta,,,834,"$6,390,123,590",0.09,"$1,445",,0.006,0.4,0.057,82,77,0.8,1,0.168,0.696,0.136,405308,0.939,"$966,000,000","$362,000,000"
0.012,45.9%,4994,Moldova,30,,3441,"$3,408,454,198",0.106,$101,232,0.018,0.2,0.181,72,64,0.4,1,0.182,0.705,0.113,3585209,0.452,"$150,000,000","$224,000,000"
,,,Monaco,,,,"$4,663,488,363",0.038,"$5,115",,0.004,0.6,,,,0.5,1,,,,34369,1,,
0.013,30.4%,2384,Montenegro,24,,1118,"$2,696,020,575",0.082,$361,372,0.009,0.3,0.112,76,71,1,1,0.2,0.671,0.129,616854,0.624,,
0.011,44.6%,167201,Netherlands,8,,76830,"$677,692,043,125",0.107,"$4,459",250,0.004,0.8,0.035,82,78,1.1,1,0.183,0.675,0.142,16346101,0.836,"$17,529,000,000","$17,453,000,000"
0.013,41.1%,44257,Norway,7,,27129,"$340,041,735,967",0.092,"$6,778",87,0.003,0.8,0.047,83,78,1,1,0.195,0.658,0.147,4660677,0.779,"$4,289,000,000","$11,273,000,000"
0.01,43.2%,320004,Poland,31,,97241,"$341,669,943,594",0.062,$554,418,0.006,0.4,0.055,80,71,1,1,0.16,0.707,0.133,38141267,0.613,"$8,122,000,000","$7,654,000,000"
0.01,43.8%,59108,Portugal,7,,24698,"$201,790,440,627",0.1,"$1,915",328,0.004,0.4,,82,75,1.2,1,0.155,0.672,0.173,10522288,0.581,"$10,438,000,000","$4,142,000,000"
0.01,48.2%,102595,Romania,11,,39936,"$122,695,850,812",0.051,$289,193,0.017,0.2,0.14,76,69,0.7,1,0.152,0.7,0.149,21193760,0.533,"$1,676,000,000","$1,459,000,000"
0.01,51.2%,1669618,Russian Federation,29,,670673,"$989,930,542,279",0.053,$365,448,0.013,0.2,0.104,73,60,1,1,0.149,0.713,0.138,142487260,0.735,"$9,720,000,000","$19,478,000,000"
0.01,,,San Marino,,,,"$1,469,075,398",0.051,"$3,444",,0.004,0.5,0.067,85,79,0.6,1,,,,30130,0.94,,
0.01,35.8%,53766,Serbia,23,,17064,"$29,221,081,587",0.094,$371,279,0.007,0.3,0.166,76,71,0.8,1,0.178,0.682,0.14,7411569,0.548,"$416,000,000","$322,000,000"
0.01,47.3%,38929,Slovak Republic,27,,18640,"$69,002,095,095",0.073,$761,325,0.008,0.6,0.077,78,70,0.9,1,0.163,0.719,0.118,5373054,0.554,"$1,655,000,000","$1,230,000,000"
0.009,39.2%,16245,Slovenia,60,,7321,"$38,945,146,500",0.083,"$1,610",260,0.003,0.5,0.074,82,75,0.9,1,0.14,0.702,0.158,2006868,0.504,"$2,074,000,000","$1,058,000,000"
0.011,61.9%,350037,Spain,47,,141748,"$1,236,352,422,042",0.084,"$2,371",298,0.005,0.5,,84,78,1,1,0.145,0.687,0.168,44397319,0.775,"$57,543,000,000","$20,348,000,000"
0.012,54.1%,49571,Sweden,16,,50207,"$399,075,706,646",0.089,"$3,947",122,0.003,0.9,,83,79,1.1,1,0.172,0.655,0.174,9080505,0.844,"$10,016,000,000","$11,685,000,000"
0.01,27.6%,41877,Switzerland,18,,27084,"$405,182,837,674",0.104,"$5,643",63,0.004,0.8,0.03,84,79,1,1,0.16,0.68,0.16,7483934,0.735,"$12,852,000,000","$11,199,000,000"
0.019,52.4%,261571,Turkey,6,,93035,"$530,900,094,651",0.058,$422,254,0.024,0.2,,76,69,0.8,1,0.281,0.652,0.067,68626337,0.684,"$19,137,000,000","$3,517,000,000"
0.01,57.0%,326480,Ukraine,33,,137333,"$107,753,069,307",0.064,$147,2085,0.012,0,0.152,74,62,1,1,0.143,0.697,0.16,46787750,0.68,"$4,018,000,000","$3,202,000,000"
0.012,34.6%,542041,United Kingdom,13,,218961,"$2,483,010,316,107",0.084,"$3,423",105,0.005,0.7,0.046,81,77,1.2,1,0.178,0.662,0.16,60846820,0.802,"$43,803,000,000","$77,674,000,000"
0.018,,19497,Bahrain,,,8093,"$18,505,250,857",0.036,$599,,0.009,0.3,0.08,76,75,1,1,0.252,0.727,0.022,950951,0.884,"$1,786,000,000","$639,000,000"
0.018,44.2%,509889,"Iran, Islamic Rep.",28,,180242,"$222,880,533,511",0.051,$174,344,0.021,0.1,0.14,74,70,0.2,1,0.249,0.701,0.05,70976584,0.682,"$1,464,000,000","$5,066,000,000"
0.034,27.8%,99544,Iraq,32,,21503,"$65,141,035,028",0.03,$58,312,0.033,0,0.145,72,66,0.3,1,0.418,0.547,0.034,28064095,0.688,"$170,000,000","$526,000,000"
0.021,38.2%,65977,Israel,20,,20380,"$150,985,573,253",0.074,"$1,524",230,0.004,0.3,0.081,83,88,1.2,1,0.277,0.622,0.101,7053700,0.916,"$3,802,000,000","$4,085,000,000"
0.03,31.1%,20733,Jordan,16,,6853,"$15,056,937,190",0.081,$224,136,0.02,0.1,0.082,74,71,0.8,1,0.374,0.594,0.032,5536000,0.814,"$2,426,000,000","$956,000,000"
0.021,10.7%,73769,Kuwait,35,,25780,"$101,561,153,806",0.022,$943,98,0.01,0.3,0.086,75,73,0.5,1,0.255,0.715,0.031,2417445,0.982,"$508,000,000","$6,074,000,000"
0.014,35.4%,14499,Lebanon,46,,4774,"$21,796,351,575",0.081,$443,180,0.011,0.2,0.103,80,76,0.3,1,0.274,0.65,0.076,4079823,0.867,"$5,457,000,000","$3,783,000,000"
0.022,20.3%,39604,Oman,35,,15183,"$36,803,641,389",0.023,$346,52,0.011,0.1,0.074,77,73,0.7,1,0.34,0.635,0.025,2554905,0.73,"$749,000,000","$894,000,000"
0.014,,56736,Qatar,,,19606,"$60,882,141,103",0.026,"$1,625",,0.009,0.3,0.072,78,77,1,1,0.21,0.778,0.013,967602,0.978,"$874,000,000","$3,751,000,000"
0.023,14.5%,432739,Saudi Arabia,42,,158214,"$376,900,133,511",0.037,$537,79,0.016,0.2,,76,72,0.8,1,0.335,0.634,0.03,25371936,0.812,"$4,769,000,000","$12,979,000,000"
0.027,43.3%,53590,Syrian Arab Republic,43,,21630,"$33,332,844,575",0.038,$66,336,0.015,0.1,0.08,77,73,0.2,1,0.38,0.585,0.034,18804914,0.542,"$2,113,000,000","$585,000,000"
0.016,14.4%,123875,United Arab Emirates,19,,45911,"$222,105,928,741",0.023,"$1,109",12,0.008,0.5,,77,75,1.1,1,0.18,0.813,0.007,4875639,0.826,"$4,972,000,000","$8,827,000,000"
0.035,47.9%,20796,"Yemen, Rep.",63,,7054,"$19,081,726,103",0.048,$52,248,0.054,0,0.18,63,60,0.1,1,0.449,0.524,0.026,20661714,0.295,"$181,000,000","$225,000,000"
0.022,,,American Samoa,,,,,,,,,,,,,,1,,,,58652,0.88,,
0.013,51.1%,371214,Australia,3,,115020,"$747,463,312,369",0.085,"$3,330",107,0.005,0.7,0.094,84,79,0.9,1,0.195,0.674,0.13,20697900,0.882,"$20,726,000,000","$16,446,000,000"
0.023,41.5%,1360,Fiji,46,,559,"$3,103,099,942",0.038,$144,140,0.02,0.1,0.073,72,66,0.3,1,0.3,0.657,0.042,828060,0.503,"$684,000,000","$123,000,000"
0.018,,851,French Polynesia,,,,,,,,,0.3,,77,72,0.6,1,0.269,0.678,0.053,257731,0.566,"$463,000,000","$122,000,000"
0.019,,,Guam,,,,,,,,,0.4,,80,74,,1,0.292,0.642,0.066,158429,0.937,,
0.024,31.8%,70,Kiribati,31,,10,"$104,668,675",0.11,$124,120,0.05,0,,69,64,0,1,0.364,0.6,0.037,91953,0.436,"$2,300,000","$5,600,000"
0.035,64.8%,92,Marshall Islands,17,,30,"$143,352,031",0.196,$547,128,0.033,0,,,,,1,,,,52084,0.702,"$6,600,000","$400,000"
0.025,59.6%,103,"Micronesia, Fed. Sts.",16,,,"$252,991,205",0.119,$285,128,0.036,0.1,0.156,69,67,0.2,1,0.385,0.575,0.04,105686,0.223,"$23,000,000","$7,000,000"
0.018,,2780,New Caledonia,,,,,,,,,0.3,,80,73,0.7,1,0.262,0.664,0.074,238459,0.646,"$122,000,000","$129,000,000"
0.014,35.4%,33553,New Zealand,12,,16965,"$110,205,467,385",0.088,"$2,295",172,0.005,0.7,0.082,82,78,0.9,1,0.213,0.666,0.121,4184600,0.861,"$4,792,000,000","$2,534,000,000"
0.032,41.5%,4595,Papua New Guinea,51,,,"$5,598,700,444",0.035,$31,207,0.055,0,0.106,63,59,0,1,0.399,0.575,0.026,6245797,0.131,"$3,900,000","$43,000,000"
0.029,20.2%,158,Samoa,35,,57,"$453,082,900",0.052,$129,224,0.016,0,0.117,75,68,0.3,1,0.393,0.558,0.049,181073,0.21,"$87,000,000","$21,200,000"
0.034,26.1%,180,Solomon Islands,56,,59,"$456,735,445",0.067,$63,80,0.029,0,0.139,67,65,0,1,0.412,0.557,0.03,480745,0.183,"$35,300,000","$26,500,000"
0.029,27.5%,176,Tonga,32,,57,"$295,998,379",0.055,$159,164,0.013,0.1,0.12,74,69,0.3,1,0.38,0.56,0.06,101617,0.232,"$15,700,000","$16,400,000"
0.029,8.4%,48,Vanuatu,47,,31,"$437,072,934",0.031,$64,120,0.017,0.1,0.083,72,68,0.1,1,0.394,0.572,0.034,214654,0.234,"$109,000,000","$11,000,000"
0.018,47.6%,425,Antigua and Barbuda,21,,143,"$1,141,418,340",0.045,$607,184,0.01,0.3,0.109,77,72,1.3,1,0.28,0.647,0.073,83467,0.286,"$327,000,000","$45,000,000"
0.018,107.6%,174238,Argentina,30,,73128,"$264,489,701,813",0.083,$454,453,0.015,0.2,0.086,79,71,0.8,1,0.26,0.637,0.103,38988923,0.903,"$3,899,000,000","$4,038,000,000"
0.012,,2274,Aruba,,,,"$2,421,474,860",,,,,0.3,0.113,77,72,1.1,1,0.213,0.698,0.089,100830,0.445,"$1,064,000,000","$241,000,000"
0.015,,1522,"Bahamas, The",,,706,"$7,965,588,000",0.069,"$1,645",,0.012,0.3,0.055,77,71,0.8,1,0.249,0.688,0.064,335622,0.823,"$2,066,000,000","$541,000,000"
0.013,,1371,Barbados,,,398,"$4,314,050,000",0.071,$826,,0.014,0.6,0.103,77,72,0.9,1,0.203,0.69,0.107,274923,0.328,"$1,235,000,000","$284,000,000"
0.026,34.8%,407,Belize,45,,172,"$1,217,450,000",0.044,$192,147,0.018,0.1,0.142,75,69,0.4,1,0.374,0.585,0.04,278985,0.46,"$260,000,000","$43,000,000"
0.013,,521,Bermuda,,,,"$5,414,299,000",,,,,0.7,,82,76,0.9,1,,,,64523,1,"$495,000,000","$394,000,000"
0.028,80.0%,14910,Bolivia,50,,6439,"$11,451,845,341",0.048,$58,1080,0.042,0.1,0.119,67,63,0.3,1,0.379,0.576,0.045,9517395,0.647,"$330,000,000","$360,000,000"
0.017,69.0%,347668,Brazil,149,,222818,"$1,088,916,819,853",0.085,$491,2600,0.019,0.3,0.508,76,68,0.5,1,0.272,0.665,0.063,188134315,0.831,"$4,577,000,000","$7,501,000,000"
0.011,45.0%,550233,Canada,3,,268302,"$1,310,795,189,078",0.1,"$3,904",119,0.005,0.7,0.058,83,78,0.6,1,0.174,0.694,0.133,32570505,0.802,"$16,837,000,000","$26,067,000,000"
,,517,Cayman Islands,,,,,,,,,0.4,,,,1.9,1,,,,50026,1,"$509,000,000","$164,000,000"
0.015,25.1%,64393,Chile,27,,29507,"$154,671,012,211",0.062,$587,316,0.008,0.3,0.08,81,75,0.8,1,0.243,0.675,0.082,16504530,0.877,"$1,891,000,000","$1,573,000,000"
0.021,84.0%,62940,Colombia,43,,28568,"$162,773,603,930",0.061,$227,456,0.018,0.2,0.129,76,69,0.7,1,0.304,0.645,0.052,43841370,0.739,"$2,009,000,000","$1,799,000,000"
0.017,55.2%,7437,Costa Rica,77,,4182,"$22,526,464,409",0.078,$410,402,0.009,0.3,0.222,81,76,0.3,1,0.272,0.668,0.06,4392493,0.669,"$1,865,000,000","$577,000,000"
0.011,,27407,Cuba,,,10847,"$52,742,100,000",0.077,$360,,0.005,0.1,,80,76,0,1,0.19,0.698,0.112,11301100,0.762,"$2,414,000,000",
0.014,,,Curacao,,,,,,,,,,,79,71,,1,0.206,0.67,0.124,140217,0.904,"$277,000,000","$191,000,000"
0.015,37.0%,110,Dominica,14,,42,"$382,299,140",0.05,$271,147,0.012,0.4,0.095,,,1,1,,,,70690,0.669,"$72,000,000","$10,000,000"
0.023,35.8%,20693,Dominican Republic,72,,7068,"$35,965,041,793",0.052,$197,286,0.028,0.1,0.195,75,69,0.5,1,0.327,0.616,0.057,9479269,0.687,"$3,917,000,000","$495,000,000"
0.023,35.3%,29688,Ecuador,65,,10255,"$46,802,044,000",0.065,$216,600,0.023,0.1,0.098,78,72,0.6,1,0.323,0.62,0.057,14023503,0.619,"$492,000,000","$706,000,000"
0.021,34.7%,6846,El Salvador,26,,4735,"$18,550,700,000",0.067,$203,320,0.019,0.1,,76,66,0.6,1,0.35,0.586,0.064,6096692,0.622,"$686,000,000","$307,000,000"
0.015,,627,Greenland,,,,"$1,738,432,116",,,,,0.6,,72,67,0.9,1,,,,56774,0.832,,
0.019,45.3%,231,Grenada,20,,81,"$704,762,536",0.064,$435,140,0.013,0.2,0.099,74,69,0.4,1,0.293,0.631,0.076,103260,0.359,"$94,000,000","$16,000,000"
0.034,38.7%,12526,Guatemala,30,,7940,"$30,231,130,543",0.073,$171,344,0.032,0.1,0.128,73,66,0.6,1,0.429,0.528,0.043,12995374,0.476,"$919,000,000","$655,000,000"
0.022,39.0%,1291,Guyana,41,,500,"$1,458,449,058",0.041,$79,288,0.035,,0.145,68,62,0.5,1,0.369,0.594,0.037,765367,0.283,"$37,000,000","$49,000,000"
0.028,40.4%,2112,Haiti,202,,2645,"$4,879,738,636",0.057,$30,184,0.064,0.1,0.264,62,58,0.1,1,0.377,0.581,0.042,9388642,0.458,"$126,000,000","$239,000,000"
0.028,44.0%,7008,Honduras,44,,3993,"$10,841,723,354",0.076,$118,424,0.025,0.1,0.174,74,69,0.3,1,0.392,0.566,0.042,7037428,0.492,"$516,000,000","$425,000,000"
0.016,49.9%,12020,Jamaica,8,,4176,"$11,903,020,644",0.042,$187,414,0.018,0.2,0.176,75,69,0.8,1,0.308,0.615,0.077,2653042,0.53,"$2,094,000,000","$315,000,000"
0.021,53.1%,441796,Mexico,25,,172307,"$966,735,935,558",0.057,$515,560,0.016,0.2,0.075,78,73,0.5,1,0.319,0.627,0.054,112116694,0.766,"$13,329,000,000","$9,387,000,000"
0.025,63.5%,4466,Nicaragua,39,,2824,"$6,786,340,353",0.063,$78,240,0.025,0,0.116,75,69,0.3,1,0.371,0.587,0.042,5524927,0.562,"$231,000,000","$188,000,000"
0.022,44.1%,7371,Panama,18,,3093,"$17,137,000,000",0.07,$350,560,0.019,0.2,0.084,79,73,0.6,1,0.305,0.633,0.062,3428509,0.64,"$1,425,000,000","$403,000,000"
0.025,44.8%,3986,Paraguay,74,,4076,"$10,662,013,273",0.057,$101,328,0.023,0.1,0.301,74,69,0.5,1,0.353,0.598,0.048,6014781,0.576,"$112,000,000","$144,000,000"
0.022,38.3%,35064,Peru,72,,13248,"$87,554,128,440",0.045,$149,424,0.02,0.2,0.239,75,70,0.3,1,0.316,0.629,0.055,28030688,0.754,"$1,775,000,000","$1,047,000,000"
0.012,57.6%,,Puerto Rico,7,,,"$87,276,164,365",,,140,,0.3,,83,74,0.6,1,0.219,0.658,0.123,3805214,0.941,"$3,369,000,000","$1,752,000,000"
,,,Sint Maarten (Dutch part),,,,,,,,,,,,,,1,,,,38272,1,"$651,000,000","$86,000,000"
,52.3%,235,St. Kitts and Nevis,19,,79,"$629,511,778",0.04,$517,172,0.01,0.5,0.093,,,1,1,,,,49823,0.32,"$132,000,000","$14,000,000"
0.017,34.0%,367,St. Lucia,20,,119,"$1,018,069,267",0.065,$393,71,0.015,0.2,0.108,76,71,0.6,1,0.277,0.649,0.074,167658,0.221,"$294,000,000","$39,000,000"
0.018,,,St. Martin (French part),,,,,,,,,,,81,75,,1,,,,28414,,,
0.018,45.0%,202,St. Vincent and the Grenadines,12,,70,"$611,040,126",0.039,$218,76,0.019,0.1,0.097,74,69,0.8,1,0.281,0.648,0.071,108908,0.474,"$113,000,000","$16,000,000"
0.02,27.9%,2442,Suriname,694,,714,"$2,626,093,294",0.062,$323,199,0.025,0.1,0.156,73,66,0.6,1,0.297,0.641,0.062,505186,0.666,"$109,000,000","$33,000,000"
0.015,37.2%,32152,Trinidad and Tobago,43,,19585,"$18,460,905,284",0.044,$625,210,0.023,0.3,0.109,73,66,1.2,1,0.214,0.712,0.074,1303478,0.097,"$517,000,000","$146,000,000"
,,143,Turks and Caicos Islands,,,,,,,,,,,,,,1,,,,27642,0.883,,
0.014,47.4%,5737616,United States,6,,2296686,"$13,857,900,000,000",0.159,"$7,110",325,0.007,0.7,0.08,80,75,0.8,1,0.204,0.672,0.124,298379912,0.801,"$133,393,000,000","$105,476,000,000"
0.015,71.3%,6648,Uruguay,43,,3183,"$19,579,479,147",0.083,$491,304,0.012,0.3,0.093,80,72,0.7,1,0.235,0.628,0.136,3330217,0.936,"$711,000,000","$305,000,000"
0.022,49.8%,171825,"Venezuela, RB",141,,63705,"$183,477,522,124",0.057,$387,864,0.015,0.2,0.155,76,71,0.7,1,0.309,0.64,0.051,27190882,0.886,"$843,000,000","$1,807,000,000"
0.013,,,Virgin Islands (U.S.),,,,,,,,,0.3,,82,76,,1,0.219,0.67,0.111,107700,0.939,"$1,467,000,000",
0.023,74.2%,112339,Algeria,25,,36793,"$134,977,867,932",0.035,$135,451,0.026,0.1,0.08,72,69,0.8,1,0.277,0.677,0.046,35097043,0.653,"$332,000,000","$504,000,000"
0.048,52.1%,25152,Angola,119,,10697,"$60,448,890,972",0.034,$115,272,0.117,0,0.177,51,48,0.3,1,0.479,0.497,0.024,17712824,0.377,"$236,000,000","$473,000,000"
0.039,73.2%,4499,Benin,31,,3206,"$5,506,275,948",0.045,$29,270,0.069,0,,59,57,0.2,1,0.441,0.531,0.028,8707490,0.407,"$206,000,000","$107,000,000"
0.025,17.1%,4701,Botswana,107,,2033,"$10,939,028,155",0.047,$269,140,0.043,0.1,0.162,46,46,0.6,1,0.351,0.616,0.033,1915187,0.555,"$548,000,000","$284,000,000"
0.044,47.6%,1646,Burkina Faso,18,,,"$6,755,823,933",0.077,$32,270,0.079,0,,54,53,0.1,1,0.463,0.511,0.025,14235075,0.232,"$61,000,000","$93,000,000"
0.044,279.7%,191,Burundi,13,,,"$1,356,078,300",0.1,$16,140,0.069,0,0.168,53,50,0,1,0.445,0.529,0.026,8328312,0.099,"$2,300,000","$106,000,000"
0.04,50.8%,5834,Cameroon,38,,6340,"$20,431,779,034",0.047,$50,654,0.073,0,0.15,53,52,0.2,1,0.439,0.528,0.033,19097676,0.497,"$254,000,000","$466,000,000"
0.036,203.8%,235,Central African Republic,22,,,"$1,698,125,680",0.043,$18,504,0.108,0,0.15,48,45,0.1,1,0.415,0.546,0.039,4106897,0.383,"$10,800,000","$54,000,000"
0.049,74.0%,462,Chad,64,,,"$8,638,711,757",0.042,$27,732,0.099,0,0.15,49,48,0.1,1,0.492,0.482,0.026,10694366,0.219,,
0.039,217.9%,121,Comoros,22,,41,"$464,948,879",0.049,$36,100,0.068,0,0.105,61,58,0.1,1,0.418,0.552,0.03,632736,0.279,"$30,000,000","$15,000,000"
0.045,288.1%,2604,"Congo, Dem. Rep.",133,,21459,"$16,364,027,647",0.059,$10,308,0.1,0,0.47,50,47,0.1,1,0.46,0.512,0.028,57187942,0.384,"$700,000","$109,000,000"
0.039,64.9%,1437,"Congo, Rep.",37,,1209,"$8,394,688,589",0.025,$57,606,0.053,0,0.15,57,54,0.3,1,0.422,0.543,0.035,3758858,0.619,"$54,000,000","$168,000,000"
0.036,44.6%,6883,Cote d'Ivoire,40,,10233,"$19,795,705,245",0.066,$72,270,0.084,0,,49,47,0.4,1,0.422,0.548,0.03,17949061,0.483,"$115,000,000","$606,000,000"
0.029,37.8%,488,Djibouti,37,,143,"$847,918,929",0.077,$78,66,0.067,0,0.112,60,57,0.1,1,0.357,0.608,0.035,798690,0.769,"$6,800,000","$14,200,000"
0.024,45.1%,192382,"Egypt, Arab Rep.",10,,71189,"$130,477,817,194",0.049,$85,711,0.023,0.2,0.125,72,68,0.4,1,0.319,0.626,0.054,74229577,0.431,"$10,327,000,000","$2,886,000,000"
0.038,44.1%,4796,Equatorial Guinea,135,,1759,"$10,197,937,673",0.024,$380,492,0.082,0,0.15,51,49,0.2,1,0.4,0.569,0.031,639618,0.39,,
0.04,84.5%,579,Eritrea,84,,721,"$1,317,974,493",0.033,$8,216,0.044,0,,62,57,0,1,0.431,0.549,0.02,5209846,0.195,"$61,000,000",
0.037,30.3%,5915,Ethiopia,18,,30536,"$19,346,646,117",0.048,$11,198,0.061,0,0.075,60,58,0,1,0.457,0.511,0.032,80440708,0.161,"$790,000,000","$107,000,000"
0.033,44.7%,2332,Gabon,57,,1832,"$11,570,860,872",0.033,$262,488,0.048,0.1,0.15,62,60,0.8,1,0.391,0.554,0.055,1447388,0.844,,
0.044,292.1%,396,"Gambia, The",32,,133,"$798,869,805",0.041,$21,376,0.055,0.1,0.279,59,56,0.5,1,0.46,0.514,0.025,1529406,0.54,"$87,000,000","$8,000,000"
0.033,32.7%,9578,Ghana,15,,9064,"$24,757,608,488",0.06,$66,304,0.057,0,,61,59,0.3,1,0.397,0.568,0.035,22525659,0.487,"$990,000,000","$816,000,000"
0.039,80.7%,1210,Guinea,40,,,"$4,134,173,271",0.063,$26,416,0.079,0,,55,53,0.2,1,0.433,0.534,0.032,10046967,0.336,"$1,100,000","$96,000,000"
0.04,45.9%,231,Guinea-Bissau,259,,95,"$690,721,769",0.061,$29,208,0.091,0,,54,52,0.2,1,0.425,0.546,0.029,1484337,0.426,"$28,400,000","$40,700,000"
0.038,49.3%,9831,Kenya,44,,17230,"$27,236,739,896",0.044,$32,432,0.058,0.1,0.133,58,55,0.3,1,0.426,0.547,0.027,37752304,0.224,"$1,514,000,000","$265,000,000"
0.028,22.4%,7,Lesotho,73,,19,"$1,597,484,736",0.085,$69,342,0.082,0,0.141,45,45,0.2,1,0.389,0.566,0.045,1955784,0.233,"$31,000,000","$276,000,000"
0.039,42.9%,678,Liberia,68,,,"$739,026,892",0.102,$21,158,0.072,0,0.15,58,56,0.2,1,0.434,0.535,0.03,3522294,0.467,"$131,000,000","$48,000,000"
0.023,,54209,Libya,,,17525,"$71,803,278,689",0.025,$276,,0.017,0,0.06,76,72,0.8,1,0.3,0.656,0.044,5782108,0.772,"$99,000,000","$1,010,000,000"
0.037,46.5%,1815,Madagascar,7,,,"$7,342,905,883",0.05,$19,238,0.049,0,0.45,63,61,0.1,1,0.443,0.528,0.029,19371023,0.3,"$506,000,000","$94,000,000"
0.042,33.0%,953,Malawi,39,,,"$3,647,817,219",0.067,$18,370,0.064,0,0.277,51,51,0.1,1,0.461,0.509,0.03,13713758,0.152,"$43,000,000","$79,000,000"
0.048,51.4%,579,Mali,25,,,"$7,145,394,015",0.07,$39,270,0.09,0,,52,53,0.2,1,0.464,0.506,0.03,12725629,0.336,"$227,000,000","$201,000,000"
0.036,94.7%,1914,Mauritania,65,,,"$3,356,758,534",0.044,$37,696,0.073,0,0.235,62,59,0.4,1,0.411,0.557,0.031,3330037,0.546,,
0.014,24.2%,3887,Mauritius,7,,1194,"$7,792,063,567",0.05,$316,161,0.014,0.2,0.219,76,69,0.8,1,0.23,0.7,0.07,1260403,0.412,"$1,663,000,000","$384,000,000"
0.02,44.4%,50267,Morocco,12,,14457,"$75,226,318,359",0.055,$134,358,0.033,0.2,,71,68,0.7,1,0.295,0.654,0.05,30667086,0.562,"$8,307,000,000","$1,418,000,000"
0.043,37.5%,2391,Mozambique,29,,9144,"$8,035,635,713",0.06,$22,230,0.082,0,0.195,49,47,0.1,1,0.451,0.517,0.032,22171404,0.304,"$182,000,000","$209,000,000"
0.028,25.8%,2409,Namibia,99,,1345,"$8,836,063,690",0.069,$294,339,0.042,0,0.129,62,56,0.4,1,0.391,0.575,0.034,2080700,0.386,"$542,000,000","$132,000,000"
0.051,42.4%,821,Niger,23,,,"$4,291,363,547",0.074,$22,270,0.075,0,,55,55,0.1,1,0.494,0.481,0.025,14197289,0.17,"$44,000,000","$48,000,000"
0.042,32.2%,95210,Nigeria,27,,107683,"$166,451,202,370",0.072,$81,1120,0.091,0.1,0.169,50,49,0.3,1,0.437,0.536,0.027,147187353,0.408,"$337,000,000","$6,664,000,000"
0.038,33.5%,557,Rwanda,16,,,"$3,707,800,459",0.1,$38,168,0.055,0,0.161,60,57,0.1,1,0.445,0.532,0.024,9928143,0.211,"$177,000,000","$98,000,000"
0.038,48.7%,84,Sao Tome and Principe,144,,44,"$144,259,257",0.071,$66,424,0.044,0.1,0.324,67,63,0.2,1,0.417,0.544,0.039,163390,0.597,"$5,000,000","$700,000"
0.039,45.5%,5335,Senegal,59,,3000,"$11,284,603,481",0.047,$45,696,0.052,0.1,,63,60,0.3,1,0.439,0.53,0.031,11904974,0.415,"$622,000,000","$352,000,000"
0.018,48.4%,653,Seychelles,39,,205,"$1,033,635,773",0.034,$393,76,0.012,0.4,0.109,78,69,0.9,1,0.233,0.693,0.075,85033,0.515,"$60,000,000","$11,000,000"
0.04,235.2%,634,Sierra Leone,26,,,"$2,158,653,216",0.14,$56,399,0.122,0,0.25,44,43,0.1,1,0.425,0.55,0.025,5416015,0.374,"$22,000,000","$17,000,000"
0.046,,605,Somalia,,,,,,,,0.104,0,,55,51,0.1,1,0.478,0.493,0.029,8910851,0.36,,
0.022,36.5%,443648,South Africa,31,,136604,"$286,171,830,700",0.078,$449,350,0.047,0.1,0.132,53,51,0.9,1,0.303,0.65,0.048,48910248,0.606,"$10,226,000,000","$6,103,000,000"
0.039,,,South Sudan,,,,,,,,0.079,,,53,51,,1,0.436,0.531,0.033,8736736,0.174,,
0.036,36.1%,12541,Sudan,39,,15294,"$45,456,460,335",0.062,$85,180,0.059,0.1,,62,59,0.2,1,0.428,0.541,0.031,33218250,0.329,"$262,000,000","$1,477,000,000"
